what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1477920253305
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1477920253308
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1477920253309
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1477920253309
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1477920253312
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1477920253314
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1477920253316
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1477920253324
os,sysinfo,,,"linux",1477920253325
arch,sysinfo,,,"x86_64",1477920253325
ws,sysinfo,,,"gtk",1477920253325
locale,sysinfo,,,"en_US",1477920253325
processors,sysinfo,,,"4",1477920253325
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1477920253325
java.runtime.version,sysinfo,,,"1.8.0_101-b13",1477920253325
java.specification.name,sysinfo,,,"Java Platform API Specification",1477920253325
java.specification.vendor,sysinfo,,,"Oracle Corporation",1477920253325
java.specification.version,sysinfo,,,"1.8",1477920253325
java.vendor,sysinfo,,,"Oracle Corporation",1477920253325
java.version,sysinfo,,,"1.8.0_101",1477920253325
java.vm.info,sysinfo,,,"mixed mode",1477920253325
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1477920253325
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1477920253325
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1477920253325
java.vm.specification.version,sysinfo,,,"1.8",1477920253325
java.vm.vendor,sysinfo,,,"Oracle Corporation",1477920253325
java.vm.version,sysinfo,,,"25.101-b13",1477920253325
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1477920253621
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1477920253627
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1477920253726
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1477920253794
started,bundle,org.eclipse.wst.xsd.core,1.1.502.v201008201521,"org.eclipse.wst.xsd.core",1477920253798
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1477920253805
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1477920254132
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1477920259415
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1477920259480
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1477920262974
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.401.v201007150400,"org.eclipse.jst.j2ee.ejb",1477920264475
